variable,coef_clustered,se_clustered,pvalue_clustered,coef_unclustered,se_unclustered,pvalue_unclustered
cpi_score_lag1,-0.1134956807284397,0.14162421179397877,0.4238405672128094,-0.1134956807284397,0.22782776080218373,0.618904801074355
gepu,-0.0158992639243628,0.012026202396428782,0.18763133254363806,-0.0158992639243628,0.00905172715317134,0.08050529946980167
