variable,coef_clustered,se_clustered,pvalue_clustered,coef_unclustered,se_unclustered,pvalue_unclustered
cpi_score_lag3,-0.24440582544500183,0.1705144836822771,0.15364045900312484,-0.24440582544500183,0.27341591355159006,0.3726708495821449
gepu,-0.014481794235590147,0.011746203094198434,0.2193593657901236,-0.014481794235590147,0.009993067453340372,0.1491726622566767
