group,coef_cpi_score_lag3,se_cpi_score_lag3,pvalue_cpi_score_lag3,nobs
low_crime,-0.22373475913906457,0.34234115662543707,0.5155472123935745,90
high_crime,-0.1991477043338061,0.1728246345141451,0.2524239005960538,107
